source,model,domain,difficulty,count,em,bleu,rouge1,rouge2,rougeL,rougeLsum,gpt4_score
rougeEM,gpt-4o-mini,maple-Biology,overall,140,0.0,0.3504721249027665,0.5696107166689215,0.3408122717517127,0.5618557346243181,0.5619496418339336,0.5785714285714286
rougeEM,gpt-4o-mini,maple-Chemistry,e,0,,,,,,,0.85
rougeEM,gpt-4o-mini,maple-Chemistry,h,1,0.0,0.0,0.0,0.0,0.0,0.0,0.32
rougeEM,gpt-4o-mini,maple-Chemistry,m,0,,,,,,,0.6
rougeEM,gpt-4o-mini,maple-Chemistry,ood,10,0.0,0.23969109671178462,0.4052631578947368,0.4,0.4052631578947368,0.4052631578947368,0.2
rougeEM,gpt-4o-mini,maple-Chemistry,overall,11,0.0,0.23614018293150685,0.3684210526315789,0.36363636363636365,0.3684210526315789,0.3684210526315789,0.5785714285714286
rougeEM,gpt-4o-mini,maple-Materials_Science,e,30,0.0,0.0,0.8,0.0,0.8,0.8,0.85
rougeEM,gpt-4o-mini,maple-Materials_Science,h,47,0.0,0.21194618244329913,0.28472813238770683,0.19148936170212766,0.2782978723404255,0.27881796690307326,0.24
rougeEM,gpt-4o-mini,maple-Materials_Science,m,10,0.0,0.0,0.6,0.0,0.6,0.6,0.6
rougeEM,gpt-4o-mini,maple-Materials_Science,ood,10,0.0,0.23067326553230472,0.35285714285714287,0.33030303030303027,0.3595073891625616,0.3595073891625616,0.0
rougeEM,gpt-4o-mini,maple-Materials_Science,overall,97,0.0,0.24426271783793452,0.4782121555815121,0.12683536394876602,0.4834993990486347,0.4831908542537764,0.5357142857142857
rougeEM,gpt-4o-mini,maple-Medicine,e,60,0.0,0.3954063610159742,0.7303030303030303,0.2908150183150183,0.6820801767676768,0.6856218434343435,0.7333333333333333
rougeEM,gpt-4o-mini,maple-Medicine,h,50,0.0,0.2922173876249107,0.21367521367521367,0.1488888888888889,0.21596153846153848,0.2125641025641026,0.2
rougeEM,gpt-4o-mini,maple-Medicine,m,20,0.0,0.4121559760642747,0.5700000000000001,0.3153846153846154,0.5700000000000001,0.5900000000000001,0.55
rougeEM,gpt-4o-mini,maple-Medicine,ood,10,0.0,0.15503738165858463,0.36,0.3,0.32999999999999996,0.32999999999999996,0.3
rougeEM,gpt-4o-mini,maple-Medicine,overall,140,0.0,0.3463974092666764,0.5001359751359751,0.24126809698238272,0.47631923631923634,0.47323943417693415,0.4857142857142857
rougeEM,gpt-4o-mini,maple-Physics,e,30,0.0,0.0,0.7,0.0,0.7,0.7,0.7833333333333333
rougeEM,gpt-4o-mini,maple-Physics,h,30,0.0,0.03731061635698234,0.28888888888888886,0.25,0.28888888888888886,0.2888888888888889,0.2
rougeEM,gpt-4o-mini,maple-Physics,m,10,0.0,0.0,0.3,0.0,0.3,0.3,0.55
rougeEM,gpt-4o-mini,maple-Physics,ood,10,0.0,0.02208086197772972,0.12222222222222223,0.1,0.12222222222222223,0.12222222222222223,0.2
rougeEM,gpt-4o-mini,maple-Physics,overall,80,0.0,0.09639887416823359,0.4263888888888888,0.10625,0.42361111111111105,0.42361111111111105,0.5
rougeEM,gpt-4o-mini-v0,amazon,e,80,0.1875,0.2087448151677364,0.21666666666666665,0.075,0.2166666666666667,0.2166666666666667,
rougeEM,gpt-4o-mini-v0,amazon,h,40,0.0,4.795872303082207e-09,0.02318254662004662,0.014290801790801791,0.02133069476819477,0.021756206756206757,
rougeEM,gpt-4o-mini-v0,amazon,m,39,0.07692307692307693,0.04095537984552291,0.14487179487179488,0.05128205128205128,0.13846153846153847,0.14487179487179488,
rougeEM,gpt-4o-mini-v0,amazon,ood,40,0.0,0.0,0.019503124170854848,0.0008771929824561403,0.0174848661742818,0.01718960433490231,
rougeEM,gpt-4o-mini-v0,amazon,overall,200,0.095,0.0007721374239069735,0.12762184175488617,0.04463819805925069,0.12635575798150875,0.12729050702095782,
rougeEM,gpt-4o-mini-v0,biomedical,e,100,0.61,0.44145543848907703,0.67,0.5927083333333334,0.6676190476190476,0.6688888888888889,
rougeEM,gpt-4o-mini-v0,biomedical,h,20,0.0,0.0,0.0,0.0,0.0,0.0,
rougeEM,gpt-4o-mini-v0,biomedical,m,150,0.21333333333333335,0.053089613860822775,0.2504877344877345,0.1522222222222222,0.24967027417027415,0.250015873015873,
rougeEM,gpt-4o-mini-v0,biomedical,ood,0,,,,,,,
rougeEM,gpt-4o-mini-v0,biomedical,overall,270,0.34444444444444444,0.3921443422549018,0.3875128266794934,0.3052469135802469,0.38636791192346753,0.3851690182245738,
rougeEM,gpt-4o-mini-v0,dblp,e,70,0.42857142857142855,0.3749926688139643,0.5258852258852259,0.46968537414965983,0.5075457875457876,0.5061904761904762,
rougeEM,gpt-4o-mini-v0,dblp,h,60,0.05,0.06154049250916257,0.08243086978381096,0.06666666666666667,0.08410005027652087,0.08623931623931624,
rougeEM,gpt-4o-mini-v0,dblp,m,20,0.35,0.5068844919910866,0.45,0.45,0.45,0.45,
rougeEM,gpt-4o-mini-v0,dblp,ood,0,,,,,,,
rougeEM,gpt-4o-mini-v0,dblp,overall,150,0.26666666666666666,0.35125083756897374,0.33846623093681916,0.3065094627594627,0.329357968828557,0.32893916540975365,
rougeEM,gpt-4o-mini-v0,goodreads,e,129,0.2868217054263566,0.07666791819264035,0.3272536836597463,0.24136936944845094,0.32835050772028085,0.3277853122668917,
rougeEM,gpt-4o-mini-v0,goodreads,h,70,0.0,0.0,0.014285714285714285,0.0,0.014285714285714285,0.014285714285714285,
rougeEM,gpt-4o-mini-v0,goodreads,m,30,0.3,0.0,0.3266666666666667,0.06666666666666667,0.33555555555555555,0.3333333333333333,
rougeEM,gpt-4o-mini-v0,goodreads,ood,6,0.0,0.0,0.0,0.0,0.0,0.0,
rougeEM,gpt-4o-mini-v0,goodreads,overall,240,0.19583333333333333,0.004184090602793026,0.22684051210930314,0.13857787159735335,0.2256415857029555,0.22765819110646696,
rougeEM,gpt-4o-mini-v0,legal,e,94,0.19148936170212766,0.4238123193305537,0.3416787538171149,0.2783804224663915,0.3282511967195707,0.3301185298784908,
rougeEM,gpt-4o-mini-v0,legal,h,30,0.03333333333333333,0.12184875518194462,0.063859649122807,0.041176470588235294,0.06385964912280702,0.06385964912280702,
rougeEM,gpt-4o-mini-v0,legal,m,34,0.11764705882352941,0.028803441736860825,0.1411764705882353,0.13970588235294118,0.1411764705882353,0.1411764705882353,
rougeEM,gpt-4o-mini-v0,legal,ood,20,0.05,0.0,0.13635281385281384,0.0,0.1261147186147186,0.12337662337662339,
rougeEM,gpt-4o-mini-v0,legal,overall,180,0.1388888888888889,0.32065234022310884,0.23972571104093454,0.18410275616784966,0.22896324109665928,0.23024411781599108,
rougeEM,gpt-4o-mini-v0,maple-Biology,e,60,0.31666666666666665,0.7830959883278796,0.5,0.4667845117845118,0.4542141601567832,0.4605044363650921,
rougeEM,gpt-4o-mini-v0,maple-Biology,h,50,0.08,0.2019040451870107,0.11557856557856558,0.10542857142857141,0.10718146718146718,0.10886977886977886,
rougeEM,gpt-4o-mini-v0,maple-Biology,m,20,0.35,0.1449849304157114,0.35526315789473684,0.35277777777777775,0.35526315789473684,0.35526315789473684,
rougeEM,gpt-4o-mini-v0,maple-Biology,ood,10,0.1,0.00791864537982541,0.21818181818181817,0.2,0.20909090909090908,0.20909090909090908,
rougeEM,gpt-4o-mini-v0,maple-Biology,overall,140,0.22142857142857142,0.5591271428271958,0.3219485401816229,0.302939084724799,0.3012089350059275,0.30184121242854145,
rougeEM,gpt-4o-mini-v0,maple-Chemistry,e,60,0.35,0.3532108090627019,0.5,0.4421031746031746,0.4602380952380952,0.4604761904761905,
rougeEM,gpt-4o-mini-v0,maple-Chemistry,h,50,0.06,0.04046514192134381,0.08587466448827168,0.07789473684210527,0.08400431789006885,0.08387466448827169,
rougeEM,gpt-4o-mini-v0,maple-Chemistry,m,20,0.35,0.08790570773356096,0.3797647058823529,0.3677030051150895,0.37105263157894736,0.371671826625387,
rougeEM,gpt-4o-mini-v0,maple-Chemistry,ood,10,0.4,0.23773926180563654,0.40522875816993464,0.40264900662251657,0.40522875816993464,0.40522875816993464,
rougeEM,gpt-4o-mini-v0,maple-Chemistry,overall,140,0.25,0.2671365825871232,0.3281541291546766,0.2995581439381638,0.31332614578877027,0.31115681936601614,
rougeEM,gpt-4o-mini-v0,maple-Materials_Science,e,60,0.35,0.5428374903471114,0.48333333333333334,0.44846153846153847,0.4300396825396825,0.43327380952380956,
rougeEM,gpt-4o-mini-v0,maple-Materials_Science,h,50,0.04,0.1035486534893085,0.14489247311827957,0.14,0.14449206349206348,0.1434705581157194,
rougeEM,gpt-4o-mini-v0,maple-Materials_Science,m,20,0.3,0.0822878472251712,0.3267857142857143,0.31333333333333335,0.3267857142857143,0.3238970588235294,
rougeEM,gpt-4o-mini-v0,maple-Materials_Science,ood,10,0.1,0.08234977273747669,0.16161745827984594,0.1222986622986623,0.1509791336303456,0.14794400202968028,
rougeEM,gpt-4o-mini-v0,maple-Materials_Science,overall,140,0.21428571428571427,0.2970282163514886,0.3194167918731926,0.2953325937254509,0.29366911134919604,0.29591321524281256,
rougeEM,gpt-4o-mini-v0,maple-Medicine,e,60,0.26666666666666666,0.29309515628356775,0.4638888888888889,0.34644841269841264,0.4018924878345499,0.40431527869940276,
rougeEM,gpt-4o-mini-v0,maple-Medicine,h,50,0.08,0.06656496958318132,0.10224242424242425,0.1,0.1017979797979798,0.10268686868686867,
rougeEM,gpt-4o-mini-v0,maple-Medicine,m,20,0.3,0.09252932810626818,0.3256363636363636,0.3144444444444444,0.3196363636363636,0.32640232108317213,
rougeEM,gpt-4o-mini-v0,maple-Medicine,ood,10,0.4,0.3140104268375167,0.45999999999999996,0.4,0.43,0.43,
rougeEM,gpt-4o-mini-v0,maple-Medicine,overall,140,0.21428571428571427,0.2713752977596775,0.31508244605216185,0.25727346066631784,0.2831475941133206,0.2839350181254786,
rougeEM,gpt-4o-mini-v0,maple-Physics,e,60,0.35,0.36653506362026883,0.49743589743589745,0.47111111111111115,0.47176434676434675,0.4717338217338217,
rougeEM,gpt-4o-mini-v0,maple-Physics,h,50,0.1,0.1527161091522418,0.1514285714285714,0.12,0.14142857142857143,0.1457142857142857,
rougeEM,gpt-4o-mini-v0,maple-Physics,m,20,0.4,0.5404329964865341,0.4,0.4,0.4,0.4,
rougeEM,gpt-4o-mini-v0,maple-Physics,ood,10,0.1,0.0670844544957787,0.12971428571428573,0.1,0.12857142857142861,0.1243809523809524,
rougeEM,gpt-4o-mini-v0,maple-Physics,overall,140,0.25,0.34994825979791677,0.33290162218733654,0.30972489513940293,0.3203008895866039,0.322607535321821,
rougeEM,gpt-4o-mini-v1,amazon,e,80,0.175,0.10235044965230716,0.21748015873015875,0.07857142857142857,0.21398809523809523,0.21702380952380956,0.6875
rougeEM,gpt-4o-mini-v1,amazon,h,35,0.0,1.4498162524771882e-13,0.02222222222222222,0.012829031433682596,0.020105820105820106,0.020105820105820106,0.025
rougeEM,gpt-4o-mini-v1,amazon,m,0,,,,,,,0.5384615384615384
rougeEM,gpt-4o-mini-v1,amazon,ood,0,,,,,,,0.025
rougeEM,gpt-4o-mini-v1,amazon,overall,115,0.12173913043478261,0.001010646344431327,0.15839889579020017,0.058211202346692734,0.1536139866574649,0.156834598573729,0.395
rougeEM,gpt-4o-mini-v1,biomedical,e,100,0.67,0.4943401962582568,0.6915042735042735,0.6172727272727273,0.6922307692307692,0.6914529914529914,0.83
rougeEM,gpt-4o-mini-v1,biomedical,h,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rougeEM,gpt-4o-mini-v1,biomedical,m,150,0.17333333333333334,0.03887062206671018,0.20317027417027417,0.10722222222222222,0.2053131313131313,0.20670129870129866,0.19333333333333333
rougeEM,gpt-4o-mini-v1,biomedical,ood,0,,,,,,,
rougeEM,gpt-4o-mini-v1,biomedical,overall,270,0.34444444444444444,0.4729019488241109,0.37037972315750095,0.28659673659673657,0.36816309205198094,0.37017817573373135,0.4148148148148148
rougeEM,gpt-4o-mini-v1,goodreads,e,129,0.31007751937984496,0.15343694910487743,0.3452327080640134,0.24609701343427648,0.3452353877584635,0.3423334139668648,0.627906976744186
rougeEM,gpt-4o-mini-v1,goodreads,h,70,0.014285714285714285,2.1589199164771352e-13,0.018571428571428572,0.014285714285714285,0.02,0.017142857142857144,0.1
rougeEM,gpt-4o-mini-v1,goodreads,m,30,0.4,0.18231429309682332,0.4755555555555556,0.1,0.4729629629629629,0.46925925925925926,0.7333333333333333
rougeEM,gpt-4o-mini-v1,goodreads,ood,6,0.0,0.0,0.006872852233676976,0.0,0.006872852233676976,0.006872852233676976,0.0
rougeEM,gpt-4o-mini-v1,goodreads,overall,240,0.225,0.03515916795440998,0.2561478618430817,0.14994322421254264,0.2546186218106935,0.25382949345900374,0.4625
rougeEM,gpt-4o-mini-v1,legal,e,94,0.22340425531914893,0.47999577711528674,0.40239447288606356,0.34900009004246446,0.3928130123880249,0.3901803495585972,0.6702127659574468
rougeEM,gpt-4o-mini-v1,legal,h,30,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334,0.013333333333333334,0.0
rougeEM,gpt-4o-mini-v1,legal,m,34,0.0,0.0,0.014705882352941176,0.011764705882352941,0.014705882352941176,0.014705882352941176,0.11764705882352941
rougeEM,gpt-4o-mini-v1,legal,ood,20,0.0,0.0,0.10345238095238093,0.01,0.08928571428571427,0.08714285714285713,0.2
rougeEM,gpt-4o-mini-v1,legal,overall,180,0.11666666666666667,0.33314477771312834,0.22658771860800425,0.1852170385550404,0.21980164874132563,0.2206853987857536,0.4
rougeEM,gpt-4o-mini-v1,maple-Biology,e,60,0.3,0.3388125374142387,0.4181818181818182,0.3902441077441077,0.3845959595959596,0.386540404040404,
rougeEM,gpt-4o-mini-v1,maple-Biology,h,50,0.16,0.0638083776765161,0.18137931034482757,0.18,0.18137931034482757,0.18137931034482757,
rougeEM,gpt-4o-mini-v1,maple-Biology,m,20,0.35,0.15274943741148034,0.3555555555555555,0.35,0.3555555555555555,0.3555555555555555,
rougeEM,gpt-4o-mini-v1,maple-Biology,ood,10,0.1,2.651799611253298e-07,0.1,0.1,0.1,0.1,
rougeEM,gpt-4o-mini-v1,maple-Biology,overall,140,0.24285714285714285,0.2246553641733484,0.3012141115589392,0.2924412189118072,0.2868909825806378,0.2913346615070753,
rougeEM,gpt-4o-mini-v1,maple-Chemistry,e,60,0.4,0.3493716503421903,0.5020833333333333,0.4461111111111112,0.4650694444444444,0.4573214285714286,
rougeEM,gpt-4o-mini-v1,maple-Chemistry,h,50,0.14,0.06477110072446665,0.16421739130434784,0.13578947368421052,0.16,0.1614782608695652,
rougeEM,gpt-4o-mini-v1,maple-Chemistry,m,20,0.35,0.23356898886410005,0.3605263157894737,0.3558823529411764,0.3605263157894737,0.3605263157894737,
rougeEM,gpt-4o-mini-v1,maple-Chemistry,ood,10,0.1,0.019321245487597134,0.11764705882352941,0.10625,0.11764705882352941,0.11764705882352941,
rougeEM,gpt-4o-mini-v1,maple-Chemistry,overall,140,0.2785714285714286,0.3667003139048731,0.33318854200719183,0.2980481863798151,0.3187870829109676,0.31404235378361867,
rougeEM,gpt-4o-mini-v1,maple-Materials_Science,e,60,0.35,0.228906342360789,0.48280730236037506,0.4475,0.4446555929586656,0.44462302439956075,
rougeEM,gpt-4o-mini-v1,maple-Materials_Science,h,50,0.14,0.18298473701625484,0.16571428571428573,0.16,0.16342857142857142,0.16496703296703294,
rougeEM,gpt-4o-mini-v1,maple-Materials_Science,m,20,0.35,0.36787944117144233,0.35,0.35,0.35,0.35,
rougeEM,gpt-4o-mini-v1,maple-Materials_Science,ood,10,0.2,0.11066318467857257,0.2606020066889632,0.21238938053097348,0.2411910669975186,0.24119106699751858,
rougeEM,gpt-4o-mini-v1,maple-Materials_Science,overall,140,0.2642857142857143,0.2392310979300108,0.33709943186171065,0.31473552268023475,0.31570534838166575,0.3162556936887254,
rougeEM,gpt-4o-mini-v1,maple-Medicine,e,60,0.2833333333333333,0.44315465819075195,0.44649983158603845,0.32837486157253604,0.38743528262924815,0.38745188958551025,
rougeEM,gpt-4o-mini-v1,maple-Medicine,h,50,0.16,0.113038168137125,0.18,0.18,0.18,0.18,
rougeEM,gpt-4o-mini-v1,maple-Medicine,m,20,0.35,0.40130101266111917,0.35,0.35,0.35,0.35,
rougeEM,gpt-4o-mini-v1,maple-Medicine,ood,10,0.2,0.3457121029453352,0.3,0.29375,0.3,0.3,
rougeEM,gpt-4o-mini-v1,maple-Medicine,overall,140,0.24285714285714285,0.3952435005279336,0.3265912439246255,0.275077766571745,0.30131794211535595,0.30226245121873196,
rougeEM,gpt-4o-mini-v1,maple-Physics,e,60,0.38333333333333336,0.34098394872610227,0.459029013718947,0.43392543859649124,0.4364837319568169,0.4323781486315328,
rougeEM,gpt-4o-mini-v1,maple-Physics,h,50,0.14,0.08280559280414881,0.16,0.16,0.16333333333333333,0.16333333333333333,
rougeEM,gpt-4o-mini-v1,maple-Physics,m,20,0.4,0.4723665527410147,0.4,0.4,0.4,0.4,
rougeEM,gpt-4o-mini-v1,maple-Physics,ood,10,0.1,0.08891556684055782,0.12786854460093897,0.12142857142857141,0.12845601143090424,0.1332018779342723,
rougeEM,gpt-4o-mini-v1,maple-Physics,overall,140,0.2785714285714286,0.2952987764661727,0.3227836985161475,0.3100468728161121,0.3110441618993127,0.310397493326571,
rougeEM,gpt-5-mini,amazon,e,80,0.5375,0.08311427301514795,0.6043519544429353,0.2125,0.6066823234206316,0.6024974925715497,
rougeEM,gpt-5-mini,amazon,h,40,0.05,0.0033810681251619824,0.15263110319632056,0.12475952844843824,0.14962189983929114,0.1458368720651329,
rougeEM,gpt-5-mini,amazon,m,39,0.23076923076923078,0.20108392223559385,0.39542487117737957,0.24232323695651065,0.3964294809612536,0.3986524577243642,
rougeEM,gpt-5-mini,amazon,ood,40,0.0,0.015600012943556783,0.09483989228864101,0.03144593122534299,0.08010740138134138,0.08083973152490592,
rougeEM,gpt-5-mini,amazon,overall,200,0.275,0.0965160207950976,0.3737457931352276,0.16518882243465352,0.37387345896908974,0.37115803884239135,
rougeEM,gpt-5-mini,biomedical,e,99,0.42424242424242425,0.22449042632020738,0.5725504502441525,0.4603338784924463,0.5659271924315417,0.5675356925134779,
rougeEM,gpt-5-mini,biomedical,h,20,0.0,0.0,0.0,0.0,0.0,0.0,
rougeEM,gpt-5-mini,biomedical,m,150,0.36,0.054232561985849026,0.3783333333333333,0.22666666666666666,0.37666666666666665,0.38,
rougeEM,gpt-5-mini,biomedical,ood,0,,,,,,,
rougeEM,gpt-5-mini,biomedical,overall,270,0.3592592592592593,0.14764074822230808,0.42124377004255653,0.2964002982587808,0.41769556736949337,0.4212354193340764,
rougeEM,gpt-5-mini,dblp,e,70,0.5142857142857142,0.13446644506505417,0.728990249048774,0.4989044038668099,0.6866510774152789,0.6897239578691904,
rougeEM,gpt-5-mini,dblp,h,60,0.13333333333333333,0.13755281791210924,0.20269128167570194,0.15961038961038962,0.2065299780513253,0.20932213713340747,
rougeEM,gpt-5-mini,dblp,m,20,0.45,0.02377693962683696,0.4913559391685967,0.45,0.48804941302242655,0.4897253295649736,
rougeEM,gpt-5-mini,dblp,ood,0,,,,,,,
rougeEM,gpt-5-mini,dblp,overall,150,0.35333333333333333,0.12253598104038496,0.48848662882629224,0.35746495609653495,0.4691439639335994,0.47091937967179953,
rougeEM,gpt-5-mini,goodreads,e,129,0.43410852713178294,0.6933452456451734,0.5476082218182081,0.3069495444036448,0.5446973822439098,0.5459004236124619,
rougeEM,gpt-5-mini,goodreads,h,70,0.014285714285714285,0.00028216250593484873,0.09623088543061556,0.017714285714285714,0.09221340176104083,0.09230679744169362,
rougeEM,gpt-5-mini,goodreads,m,30,0.7,0.19315244725493794,0.7833333333333333,0.12222222222222223,0.7813492063492065,0.7825396825396826,
rougeEM,gpt-5-mini,goodreads,ood,6,0.0,0.0,0.04761904761904762,0.0,0.04761904761904762,0.04761904761904762,
rougeEM,gpt-5-mini,goodreads,overall,240,0.32916666666666666,0.43493574596170614,0.42341659530258025,0.18675730994152046,0.422854538703753,0.4220623064349375,
rougeEM,gpt-5-mini,legal,e,93,0.3333333333333333,0.37021804903963956,0.550461466041513,0.357728146342947,0.5536595940403307,0.5509323599263207,
rougeEM,gpt-5-mini,legal,h,30,0.23333333333333334,0.0,0.2833333333333333,0.23333333333333334,0.28666666666666674,0.29,
rougeEM,gpt-5-mini,legal,m,34,0.5882352941176471,0.5222594775286846,0.7147058823529412,0.6161764705882353,0.7127450980392157,0.7151960784313726,
rougeEM,gpt-5-mini,legal,ood,20,0.0,0.017870939893250417,0.19669650242230885,0.049285714285714294,0.18711198747489072,0.1862218381976446,
rougeEM,gpt-5-mini,legal,overall,180,0.3333333333333333,0.2449938067700114,0.5006868736222363,0.35254221546275205,0.4970443491221903,0.4984567659934224,
rougeEM,gpt-5-mini,maple-Biology,e,60,0.4666666666666667,0.07451832640784897,0.6791680058544544,0.4719107744107744,0.6354585167987614,0.639877483408424,
rougeEM,gpt-5-mini,maple-Biology,h,50,0.4,0.2865065571963258,0.45155268402996596,0.4083333333333333,0.45559631409083734,0.4586352388352388,
rougeEM,gpt-5-mini,maple-Biology,m,20,0.4,0.0196874992594782,0.417516107613614,0.40191225165562916,0.41696993025532264,0.4177564922289986,
rougeEM,gpt-5-mini,maple-Biology,ood,10,1.0,1.0,1.0,1.0,1.0,1.0,
rougeEM,gpt-5-mini,maple-Biology,overall,140,0.4714285714285714,0.11387749700699214,0.5835555034948781,0.4768119751565259,0.5657897068182398,0.5657903055568292,
rougeEM,gpt-5-mini,maple-Chemistry,e,60,0.5,0.11972318136045793,0.671346199163676,0.42817460317460315,0.6285472141066213,0.6339300954745286,
rougeEM,gpt-5-mini,maple-Chemistry,h,50,0.38,0.19291382214568933,0.4455503608253139,0.40253189189189187,0.4462863916540528,0.4489712697830651,
rougeEM,gpt-5-mini,maple-Chemistry,m,20,0.35,0.012890350645869672,0.38117724183940793,0.3582107843137255,0.3808771666848203,0.3829039405617154,
rougeEM,gpt-5-mini,maple-Chemistry,ood,10,1.0,1.0,1.0,1.0,1.0,1.0,
rougeEM,gpt-5-mini,maple-Chemistry,overall,140,0.4714285714285714,0.14449269737094061,0.5695242846265249,0.4493852271989877,0.5552416068503555,0.554297838028365,
rougeEM,gpt-5-mini,maple-Materials_Science,e,60,0.4166666666666667,0.09315075165331235,0.6192726840934558,0.4419047619047619,0.567150478356458,0.5644350060121035,
rougeEM,gpt-5-mini,maple-Materials_Science,h,50,0.32,0.2392837964668339,0.37396541236541236,0.32,0.37278521361679257,0.3711390691180165,
rougeEM,gpt-5-mini,maple-Materials_Science,m,20,0.5,0.02598730787535026,0.5254053236539624,0.5,0.521920475169114,0.5299936754110983,
rougeEM,gpt-5-mini,maple-Materials_Science,ood,10,0.7,0.6788330515497173,0.7578754578754578,0.73,0.7578754578754578,0.7681318681318681,
rougeEM,gpt-5-mini,maple-Materials_Science,overall,140,0.4142857142857143,0.1286428891795069,0.5295635874879397,0.42793367346938777,0.5035756770319717,0.5038413400164747,
rougeEM,gpt-5-mini,maple-Medicine,e,60,0.38333333333333336,0.18105559438776642,0.6623620977862792,0.35123778998779,0.5980182904764876,0.6017525669549934,
rougeEM,gpt-5-mini,maple-Medicine,h,50,0.34,0.2510940072234481,0.3911759808818633,0.37166563595135027,0.38591369414898824,0.38429443105913696,
rougeEM,gpt-5-mini,maple-Medicine,m,20,0.35,0.0365353088842661,0.381005423377239,0.35860805860805856,0.38342447862935547,0.3805104064426438,
rougeEM,gpt-5-mini,maple-Medicine,ood,10,1.0,1.0,1.0,1.0,1.0,1.0,
rougeEM,gpt-5-mini,maple-Medicine,overall,140,0.40714285714285714,0.1998071608762145,0.5494129371489833,0.4011275685765482,0.5226842586907419,0.5204771451456558,
rougeEM,gpt-5-mini,maple-Physics,e,60,0.6333333333333333,0.09486679114160232,0.7394436958923103,0.4766666666666666,0.7121057432470508,0.7054089730799878,
rougeEM,gpt-5-mini,maple-Physics,h,50,0.32,0.24076365604844838,0.3365690235690236,0.3236363636363636,0.3327138047138047,0.3354360269360269,
rougeEM,gpt-5-mini,maple-Physics,m,20,0.55,0.0697763869603121,0.5605895420369105,0.5,0.5606527682843472,0.560715994531784,
rougeEM,gpt-5-mini,maple-Physics,ood,10,0.7,0.7862416176194409,0.8,0.7827586206896552,0.8,0.7956356736242884,
rougeEM,gpt-5-mini,maple-Physics,overall,140,0.5142857142857142,0.11531773190386527,0.5717116717667902,0.4468039253318883,0.5613200661518318,0.5597701390159657,
rougeEM,old-server-old-curriculum,amazon,e,80,0.8375,0.3372926459263016,0.8716269841269841,0.20580357142857145,0.8736111111111111,0.875,0.85
rougeEM,old-server-old-curriculum,amazon,h,40,0.075,0.002360318095926787,0.21891624557683742,0.08637606961444134,0.21071219815672448,0.20756167383220697,0.125
rougeEM,old-server-old-curriculum,amazon,m,40,0.225,0.33228564588650505,0.42040313852813854,0.3064178876678877,0.42092803030303033,0.41559163059163057,0.48717948717948717
rougeEM,old-server-old-curriculum,amazon,ood,40,0.0,0.01085406952262948,0.10968062436855705,0.03309825306790081,0.09791115128866892,0.09984077396822066,0.125
rougeEM,old-server-old-curriculum,amazon,overall,200,0.395,0.0204750600137043,0.49822500306152234,0.16907130887088107,0.4930239334754858,0.49345586128253593,0.485
rougeEM,old-server-old-curriculum,biomedical,e,100,0.55,0.4166465052480422,0.6536080110821489,0.30403205128205124,0.650939325361739,0.65148009812665,0.63
rougeEM,old-server-old-curriculum,biomedical,h,20,0.0,0.0,0.0,0.0,0.0,0.0,0.16875
rougeEM,old-server-old-curriculum,biomedical,m,150,0.17333333333333334,0.03194722114486906,0.21950793650793649,0.08666666666666667,0.21703174603174605,0.21734920634920632,0.5
rougeEM,old-server-old-curriculum,biomedical,ood,0,,,,,,,
rougeEM,old-server-old-curriculum,biomedical,overall,270,0.3,0.32702486777546314,0.3611431446137705,0.1600379867046533,0.36194202869170944,0.36374739611648943,0.35185185185185186
rougeEM,old-server-old-curriculum,dblp,e,70,0.6285714285714286,0.566786714077746,0.7348359763485813,0.38458450046685344,0.725926862463793,0.7229565893342983,0.6714285714285714
rougeEM,old-server-old-curriculum,dblp,h,60,0.15,0.15674422594021598,0.18327556611870338,0.11666666666666667,0.18013534033141876,0.17802304086617815,0.4878048780487805
rougeEM,old-server-old-curriculum,dblp,m,20,0.75,0.8285346542902299,0.75,0.4,0.75,0.75,0.20512820512820512
rougeEM,old-server-old-curriculum,dblp,ood,0,,,,,,,
rougeEM,old-server-old-curriculum,dblp,overall,150,0.4533333333333333,0.3951441813081215,0.5123375181177039,0.2808627450980392,0.5109936273259288,0.5087249369519751,0.5
rougeEM,old-server-old-curriculum,goodreads,e,130,0.6615384615384615,0.07538859132524903,0.7030685607319087,0.2195621838478981,0.7041291581880058,0.7067023487480739,0.7692307692307693
rougeEM,old-server-old-curriculum,goodreads,h,70,0.1,0.001204867676299569,0.13079951172388146,0.006706349206349207,0.13304274675423133,0.1315747277932152,0.03333333333333333
rougeEM,old-server-old-curriculum,goodreads,m,30,0.5,0.0,0.5266666666666667,0.13333333333333333,0.5266666666666667,0.5266666666666667,0.45714285714285713
rougeEM,old-server-old-curriculum,goodreads,ood,10,0.0,0.0,0.07960030165912518,0.0,0.0711484593837535,0.07055591467356173,0.1
rougeEM,old-server-old-curriculum,goodreads,overall,240,0.45,0.026087029970428496,0.48939967640591386,0.1362203584263894,0.49020626782252485,0.4888141874428785,0.5583333333333333
rougeEM,old-server-old-curriculum,legal,e,96,0.4270833333333333,0.5695271958123239,0.541843105518111,0.35532651635592816,0.5393153612170767,0.5397691056569394,0.7571428571428571
