umap_x,umap_y,domain,level
8.40065,-3.9409952,healthcare,medium
8.400037,-3.937968,healthcare,medium
8.394811,-3.9435916,healthcare,medium
8.39897,-3.9387763,healthcare,medium
8.3994665,-3.938657,healthcare,medium
8.403042,-3.9349623,healthcare,medium
8.368186,-3.9720728,healthcare,medium
14.396171,-1.0463437,healthcare,easy
14.376441,-1.0754215,healthcare,easy
14.347191,-1.0818702,healthcare,easy
14.405025,-1.0399609,healthcare,easy
14.348479,-1.0831273,healthcare,easy
14.409915,-1.0412587,healthcare,easy
14.399647,-1.04829,healthcare,easy
14.390346,-1.0558553,healthcare,easy
14.433523,-1.0138997,healthcare,easy
14.422073,-1.0280763,healthcare,easy
12.428638,-1.2153392,healthcare,easy
12.488562,-1.1071997,healthcare,easy
12.39028,-1.1555661,healthcare,easy
12.40969,-1.2122866,healthcare,easy
12.42311,-1.0751863,healthcare,easy
12.42155,-1.2025506,healthcare,easy
12.453268,-1.0580128,healthcare,easy
12.4459915,-1.0576311,healthcare,easy
12.394801,-1.1524997,healthcare,easy
12.452006,-1.0556546,healthcare,easy
13.788186,-1.4217108,healthcare,easy
13.76394,-1.4484519,healthcare,easy
13.772699,-1.4615941,healthcare,easy
13.734629,-1.257173,healthcare,easy
13.793559,-1.3522533,healthcare,easy
13.762001,-1.2962292,healthcare,easy
13.784072,-1.4091533,healthcare,easy
13.771148,-1.3375217,healthcare,easy
13.805781,-1.3141243,healthcare,easy
13.754035,-1.4415064,healthcare,easy
13.535294,-1.9977869,healthcare,medium
13.688743,-1.7326899,healthcare,medium
13.710989,-1.7842476,healthcare,medium
13.79209,-1.8122014,healthcare,medium
13.618187,-1.941871,healthcare,medium
13.75132,-1.8181973,healthcare,medium
13.732184,-1.7894453,healthcare,medium
13.709385,-1.7801993,healthcare,medium
13.676723,-1.8311863,healthcare,medium
13.660442,-1.8646307,healthcare,medium
13.673278,-1.870716,healthcare,medium
13.770068,-1.8152071,healthcare,medium
13.810121,-1.8499445,healthcare,medium
13.7995825,-1.8525376,healthcare,medium
13.709959,-1.798476,healthcare,medium
13.792945,-1.8567467,healthcare,medium
13.804469,-1.8639235,healthcare,medium
13.776032,-1.8428396,healthcare,medium
13.804484,-1.812144,healthcare,medium
13.77762,-1.8182639,healthcare,medium
13.249253,-3.285773,healthcare,medium
13.348019,-3.5533853,healthcare,medium
13.125145,-3.4482665,healthcare,medium
13.197309,-3.4073443,healthcare,medium
13.228199,-3.4714212,healthcare,medium
13.1595745,-3.355795,healthcare,medium
13.111814,-3.378096,healthcare,medium
13.186454,-3.3999114,healthcare,medium
13.058822,-3.412558,healthcare,medium
13.238214,-3.334364,healthcare,medium
13.294252,-3.4855082,healthcare,medium
13.211876,-3.312614,healthcare,medium
13.208,-3.3715599,healthcare,medium
13.232419,-3.5038888,healthcare,medium
13.095908,-3.4120562,healthcare,medium
13.118979,-3.2931128,healthcare,medium
13.139252,-3.397635,healthcare,medium
13.324805,-3.525301,healthcare,medium
13.396065,-3.5750196,healthcare,medium
13.329136,-3.4897275,healthcare,medium
13.396585,-3.6009734,healthcare,medium
13.271651,-3.461481,healthcare,medium
13.247086,-3.3443778,healthcare,medium
13.281465,-3.4903722,healthcare,medium
13.37574,-3.580275,healthcare,medium
13.40797,-3.6076908,healthcare,medium
12.972324,-3.435144,healthcare,medium
13.208289,-3.4269936,healthcare,medium
13.1729355,-3.4043143,healthcare,medium
13.291606,-3.504817,healthcare,medium
12.855301,-3.459879,healthcare,medium
12.924796,-3.5035636,healthcare,medium
12.848524,-3.2483287,healthcare,medium
12.821506,-3.292731,healthcare,medium
12.975636,-3.3259819,healthcare,medium
12.893202,-3.54722,healthcare,medium
12.829,-3.5706198,healthcare,medium
12.848036,-3.4439468,healthcare,medium
12.976096,-3.5526357,healthcare,medium
12.95177,-3.4213188,healthcare,medium
12.929406,-3.4295585,healthcare,medium
12.986448,-3.320005,healthcare,medium
12.806005,-3.2805176,healthcare,medium
12.973224,-3.6007252,healthcare,medium
13.27165,-3.5297363,healthcare,medium
13.048207,-3.5004213,healthcare,medium
13.002196,-3.3507898,healthcare,medium
13.019559,-3.5172222,healthcare,medium
13.0266695,-3.3737125,healthcare,medium
12.8869295,-3.383652,healthcare,medium
12.795301,-3.4287007,healthcare,medium
12.783573,-3.5857956,healthcare,medium
12.803048,-3.347589,healthcare,medium
12.875684,-3.5402572,healthcare,medium
12.913404,-3.5023563,healthcare,medium
12.792214,-3.336074,healthcare,medium
12.76285,-3.3802326,healthcare,medium
13.0643215,-3.540886,healthcare,medium
12.797442,-3.6052701,healthcare,medium
12.892968,-3.6080775,healthcare,medium
10.274157,-4.3835015,healthcare,medium
10.276658,-4.378037,healthcare,medium
10.27097,-4.395418,healthcare,medium
10.25966,-4.399158,healthcare,medium
10.257016,-4.4032955,healthcare,medium
10.241095,-4.415311,healthcare,medium
10.280457,-4.404894,healthcare,medium
10.256796,-4.4068804,healthcare,medium
10.278538,-4.387313,healthcare,medium
10.256946,-4.40384,healthcare,medium
12.383952,-1.0037609,healthcare,medium
12.40837,-1.0416026,healthcare,medium
12.4208555,-0.9847958,healthcare,medium
12.434396,-1.0665039,healthcare,medium
12.369496,-1.1320962,healthcare,medium
12.405099,-1.0197493,healthcare,medium
12.428803,-1.0817593,healthcare,medium
12.339018,-1.0562631,healthcare,medium
12.291121,-0.99706984,healthcare,medium
12.418837,-1.1083094,healthcare,medium
-4.521534,8.581679,legal,easy
-4.513891,8.609401,legal,easy
-4.4368734,8.607177,legal,easy
-4.4795566,8.558329,legal,easy
-4.4802794,8.572152,legal,easy
-4.4694905,8.537986,legal,easy
-4.4439597,8.563679,legal,easy
-4.454173,8.579024,legal,easy
-4.526642,8.546916,legal,easy
-4.4827533,8.593843,legal,easy
-4.5161614,8.604703,legal,easy
-4.4621606,8.5951185,legal,easy
-4.534456,8.631191,legal,easy
-4.509265,8.589337,legal,easy
-4.5060506,8.591636,legal,easy
-4.5284004,8.616175,legal,easy
-4.546335,8.620878,legal,easy
-4.531344,8.561881,legal,easy
-4.515964,8.591372,legal,easy
-4.5032806,8.576385,legal,easy
-5.267396,9.122643,legal,easy
-5.2736964,9.148187,legal,easy
-5.2195263,9.189234,legal,easy
-5.244033,9.156007,legal,easy
-5.2244124,9.175417,legal,easy
-5.280887,9.137332,legal,easy
-5.2244215,9.221347,legal,easy
-5.2688894,9.154498,legal,easy
-5.3050084,9.126381,legal,easy
-5.2646437,9.164546,legal,easy
-7.6621537,8.014966,legal,easy
-7.6652946,8.021769,legal,easy
-7.664194,8.022402,legal,easy
-7.668141,8.047644,legal,easy
-7.6750236,8.039706,legal,easy
-7.642323,7.996461,legal,easy
-7.665779,8.021375,legal,easy
-7.660181,8.03003,legal,easy
-7.658919,8.018671,legal,easy
-7.666155,8.007851,legal,easy
-6.5168505,11.760051,legal,easy
-6.398649,12.008736,legal,easy
-6.3742356,12.047629,legal,easy
-6.566544,11.741196,legal,easy
-4.726791,8.92765,legal,easy
-6.5685577,11.746338,legal,easy
-6.591019,11.691661,legal,easy
-6.5471764,11.886784,legal,easy
-6.5319023,11.878388,legal,easy
-6.60828,11.783143,legal,easy
-6.4156637,12.397408,legal,medium
-6.4016027,12.219862,legal,medium
-6.4105153,12.375713,legal,medium
-6.3594136,12.321557,legal,medium
-6.563996,12.3099575,legal,medium
-6.4354963,12.372154,legal,medium
-6.356806,12.373482,legal,medium
-6.364556,12.436739,legal,medium
-6.3896174,12.23965,legal,medium
-6.6259236,12.51497,legal,medium
-6.8604884,11.432615,legal,medium
-6.8311663,11.458915,legal,medium
-6.9163117,11.394769,legal,medium
-6.8825755,11.413028,legal,medium
-6.9215455,11.369179,legal,medium
-6.926683,11.377959,legal,medium
-6.89406,11.398021,legal,medium
-6.867474,11.401043,legal,medium
-6.898355,11.418756,legal,medium
-6.923862,11.372994,legal,medium
-6.303744,11.909453,legal,medium
-6.3881526,11.820593,legal,medium
-6.4995728,11.898302,legal,medium
-6.49123,11.964974,legal,medium
-6.495804,11.6924305,legal,medium
-6.563435,11.7703085,legal,medium
-6.56405,11.7670965,legal,medium
-6.5588655,11.810313,legal,medium
-6.4039483,11.812089,legal,medium
-6.2853203,12.041991,legal,medium
-7.938423,7.310575,legal,easy
-7.964216,7.285407,legal,easy
-7.965123,7.2738748,legal,easy
-7.9641953,7.2761383,legal,easy
-7.9553514,7.2821045,legal,easy
-7.964318,7.277789,legal,easy
-7.964525,7.2751684,legal,easy
-7.971632,7.2597394,legal,easy
-7.9572077,7.2897134,legal,easy
-7.9646697,7.2761707,legal,easy
-6.4444594,12.289842,legal,easy
-6.3844166,12.505171,legal,easy
-6.302646,12.345163,legal,easy
-6.725866,12.543997,legal,easy
-6.5949545,12.615055,legal,easy
-6.477682,12.412761,legal,easy
-6.806919,12.543501,legal,easy
-6.5931506,12.417672,legal,easy
-6.6551585,11.73885,legal,easy
-6.276861,12.182038,legal,easy
-5.4173813,10.063202,legal,medium
-5.424045,10.094322,legal,medium
-5.4061313,10.09878,legal,medium
-5.436869,10.114396,legal,medium
-5.421076,10.082026,legal,medium
-5.4232836,10.091894,legal,medium
-5.421538,10.03706,legal,medium
-5.4124284,10.06001,legal,medium
-5.4372997,10.030296,legal,medium
-5.426137,10.077375,legal,medium
-6.9159317,12.698045,legal,medium
-6.8839035,12.68011,legal,medium
-6.979547,12.75019,legal,medium
-6.858171,12.6652565,legal,medium
-6.9196773,12.705404,legal,medium
-6.896901,12.672878,legal,medium
-6.9533305,12.732638,legal,medium
-6.869338,12.659272,legal,medium
-6.957944,12.740772,legal,medium
-6.7430077,12.485356,legal,medium
-6.496618,11.948455,legal,medium
-6.642042,11.926235,legal,medium
-6.6198716,11.865989,legal,medium
-6.504002,11.842754,legal,medium
-6.5795355,11.681087,legal,medium
-6.556632,11.841288,legal,medium
-6.6655083,11.93774,legal,medium
-6.6181927,11.977895,legal,medium
-6.243706,12.076072,legal,medium
-6.5416117,11.840833,legal,medium
-6.6388063,12.225374,legal,medium
-6.6060524,12.49226,legal,medium
-6.6281605,12.1981,legal,medium
-6.4360495,12.463184,legal,medium
-6.317221,12.322412,legal,medium
-6.7083354,12.442431,legal,medium
-6.827077,12.631925,legal,medium
-6.7967887,12.614923,legal,medium
-6.778974,12.57424,legal,medium
-6.774183,12.56975,legal,medium
-6.4263816,12.466747,legal,medium
-6.4562187,12.37235,legal,medium
-6.3883643,11.84584,legal,medium
-6.366228,12.420848,legal,medium
-6.3801026,12.342995,legal,medium
-6.3340263,12.337651,legal,medium
-6.4019485,12.263863,legal,medium
-6.4346466,12.501169,legal,medium
-6.3734426,12.387166,legal,medium
-6.2765813,12.032396,legal,medium
-5.0495515,9.347832,legal,medium
-5.081122,9.351125,legal,medium
-5.0846453,9.32197,legal,medium
-5.067486,9.3501625,legal,medium
-5.0719266,9.3365135,legal,medium
-5.0436378,9.3778515,legal,medium
-5.05388,9.33876,legal,medium
-5.0427423,9.302942,legal,medium
-5.0475717,9.357433,legal,medium
-5.0700965,9.339284,legal,medium
-5.9522967,12.077083,legal,hard
-5.9387445,11.959525,legal,hard
-5.9201703,11.937377,legal,hard
-6.105079,12.034785,legal,hard
-5.982534,12.130264,legal,hard
-6.05525,12.11886,legal,hard
-5.94981,12.104008,legal,hard
-6.0536513,12.006895,legal,hard
-6.083849,12.216746,legal,hard
-5.9477844,12.130184,legal,hard
-5.9477305,12.052945,legal,hard
-5.942033,12.131528,legal,hard
-5.9014573,11.982289,legal,hard
-5.9111204,11.916569,legal,hard
-5.9907956,11.917946,legal,hard
-5.870716,11.896044,legal,hard
-6.0708404,11.954375,legal,hard
-5.9282436,11.992634,legal,hard
-5.8648086,11.905112,legal,hard
-5.9571652,12.055513,legal,hard
9.44332,9.980215,literature,easy
8.479948,9.802671,literature,easy
8.93986,9.565373,literature,easy
8.771807,9.69707,literature,easy
8.94711,9.934846,literature,easy
8.792004,9.705238,literature,easy
8.902868,9.662099,literature,easy
9.409416,9.953714,literature,easy
9.011117,9.786991,literature,easy
8.748145,9.707308,literature,easy
8.90312,9.436982,literature,easy
9.152233,9.638215,literature,easy
12.900095,10.591092,literature,easy
9.23486,9.672844,literature,easy
9.077384,9.664184,literature,easy
8.848342,9.658585,literature,easy
9.086765,9.621324,literature,easy
9.021518,9.482163,literature,easy
8.678662,10.243081,literature,easy
8.970423,9.615612,literature,easy
7.125674,9.366662,literature,easy
7.0647855,9.353241,literature,easy
7.059181,9.356012,literature,easy
7.155197,9.401193,literature,easy
7.1155143,9.369725,literature,easy
7.0633497,9.351965,literature,easy
7.0496645,9.338651,literature,easy
7.0695624,9.353819,literature,easy
7.067293,9.355285,literature,easy
7.0804577,9.3574295,literature,easy
8.120115,10.284258,literature,easy
8.160697,10.333061,literature,easy
8.19076,10.278553,literature,easy
8.213575,10.318655,literature,easy
8.109518,10.354667,literature,easy
8.151612,10.30864,literature,easy
8.146281,10.326931,literature,easy
8.21622,10.326554,literature,easy
8.15065,10.386178,literature,easy
8.141188,10.303248,literature,easy
9.116208,8.879945,literature,easy
8.849668,8.813236,literature,easy
8.732011,8.906039,literature,easy
9.214955,8.969514,literature,easy
8.990044,8.842714,literature,easy
8.5362,9.575448,literature,easy
8.945736,8.783814,literature,easy
8.8366585,8.677242,literature,easy
9.200118,8.882343,literature,easy
8.958588,8.740132,literature,easy
9.920031,9.113384,literature,easy
9.39292,9.888491,literature,easy
8.8773155,9.726836,literature,easy
9.412459,10.097393,literature,easy
9.27346,9.701415,literature,easy
9.531979,9.491485,literature,easy
8.637882,9.778062,literature,easy
8.656742,9.764197,literature,easy
9.428958,9.883543,literature,easy
9.242543,9.719046,literature,easy
9.79306,8.933477,literature,easy
9.798038,8.908404,literature,easy
9.862772,8.870754,literature,easy
9.881487,8.994883,literature,easy
9.704214,8.905985,literature,easy
9.850302,8.86252,literature,easy
9.840706,8.953473,literature,easy
9.883878,8.900265,literature,easy
9.802797,8.958768,literature,easy
10.742745,9.165303,literature,easy
8.837571,9.218647,literature,easy
8.937806,9.353915,literature,easy
8.8216095,9.266973,literature,easy
8.7997675,9.22785,literature,easy
8.794494,9.270246,literature,easy
8.811633,9.2351465,literature,easy
8.758383,9.189642,literature,easy
8.824256,9.230848,literature,easy
8.91761,9.2001295,literature,easy
8.806918,9.214479,literature,easy
9.637699,10.347906,literature,easy
9.544863,10.207383,literature,easy
9.710109,10.326291,literature,easy
9.614335,10.306877,literature,easy
9.648215,10.361381,literature,easy
9.698036,10.430659,literature,easy
9.538802,10.21347,literature,easy
9.6178875,10.349418,literature,easy
9.408306,10.275894,literature,easy
9.609542,10.374991,literature,easy
8.236448,9.623542,literature,medium
8.352038,9.723353,literature,medium
8.339837,9.707458,literature,medium
8.402477,9.699868,literature,medium
8.304108,9.6545,literature,medium
8.39044,9.662025,literature,medium
8.328341,9.6852,literature,medium
8.225471,9.675462,literature,medium
8.31083,9.701052,literature,medium
8.395984,9.676295,literature,medium
8.135416,9.758985,literature,medium
8.136237,9.756699,literature,medium
8.150836,9.753707,literature,medium
8.175955,9.639022,literature,medium
8.170784,9.608453,literature,medium
8.082607,9.689686,literature,medium
8.116249,9.548899,literature,medium
8.238254,9.760955,literature,medium
8.2193,9.769046,literature,medium
8.17218,9.675931,literature,medium
8.748033,9.697618,literature,medium
8.806109,9.72012,literature,medium
8.49163,9.857829,literature,medium
8.566518,9.79454,literature,medium
8.731652,9.962701,literature,medium
8.771104,9.74588,literature,medium
8.709738,9.673084,literature,medium
8.82208,10.104817,literature,medium
8.806437,9.768935,literature,medium
8.84738,9.797307,literature,medium
8.737513,8.645552,literature,medium
8.690503,8.655983,literature,medium
8.749782,8.681492,literature,medium
8.732116,8.6754465,literature,medium
8.7167,8.630192,literature,medium
8.752918,8.709262,literature,medium
8.722232,8.700715,literature,medium
8.846413,8.720103,literature,medium
8.686208,8.627888,literature,medium
8.693671,8.695,literature,medium
10.73844,9.15408,literature,easy
10.654614,9.132864,literature,easy
10.266848,9.195321,literature,easy
10.996823,9.33877,literature,easy
10.26682,9.115578,literature,easy
10.798957,9.106162,literature,easy
10.769742,9.131389,literature,easy
10.166446,9.055896,literature,easy
10.409912,9.1744995,literature,easy
10.269181,9.083182,literature,easy
9.659776,8.954368,literature,easy
9.75229,9.015512,literature,easy
9.528502,9.137248,literature,easy
9.413469,9.287268,literature,easy
9.999786,8.950743,literature,easy
9.598649,8.941599,literature,easy
9.496878,9.393468,literature,easy
9.561634,9.188483,literature,easy
9.694905,9.021945,literature,easy
9.680353,8.961221,literature,easy
9.797133,9.520433,literature,easy
10.110006,9.252449,literature,easy
10.020798,9.446422,literature,easy
10.044448,9.361653,literature,easy
10.16612,9.354183,literature,easy
9.8173895,9.561092,literature,easy
9.831084,9.561645,literature,easy
9.041735,10.128451,literature,easy
9.802901,9.539934,literature,easy
10.059341,9.341016,literature,easy
9.789974,8.933971,literature,easy
9.6354685,8.883464,literature,easy
9.573067,8.856704,literature,easy
9.670896,8.935189,literature,easy
9.613828,8.849225,literature,easy
9.637414,8.862806,literature,easy
9.467655,8.836546,literature,easy
9.683122,8.87412,literature,easy
9.407048,8.788076,literature,easy
9.634607,8.848987,literature,easy
12.208771,10.57282,literature,medium
12.154178,10.563299,literature,medium
12.115415,10.556466,literature,medium
12.065442,10.466942,literature,medium
12.108312,10.530006,literature,medium
12.118602,10.6659355,literature,medium
12.1052,10.548454,literature,medium
12.091335,10.678219,literature,medium
12.130902,10.670443,literature,medium
12.147101,10.534727,literature,medium
8.506545,10.419356,literature,medium
8.54815,10.344738,literature,medium
8.54645,10.253254,literature,medium
8.376116,10.291791,literature,medium
8.411219,10.324491,literature,medium
8.430948,10.234964,literature,medium
8.574438,10.273374,literature,medium
8.572351,9.961786,literature,medium
8.461543,9.940019,literature,medium
8.550253,10.3677435,literature,medium
8.992566,10.420337,literature,medium
9.0013275,10.439286,literature,medium
8.972101,10.442794,literature,medium
9.022828,10.434811,literature,medium
9.275732,10.192847,literature,medium
9.022843,10.379456,literature,medium
8.906648,10.332786,literature,medium
9.035411,10.468703,literature,medium
9.072947,10.448341,literature,medium
8.948902,10.502866,literature,medium
8.265229,10.4553385,literature,medium
8.320856,10.489364,literature,medium
8.31881,10.492539,literature,medium
8.330994,10.4605465,literature,medium
8.217516,10.417911,literature,medium
8.258566,10.446058,literature,medium
8.19593,10.427667,literature,medium
8.238972,10.52439,literature,medium
8.185274,10.518816,literature,medium
8.210695,10.450637,literature,medium
8.653046,10.287177,literature,medium
8.799553,10.259092,literature,medium
8.812811,10.263865,literature,medium
8.657265,10.354733,literature,medium
8.846871,10.243143,literature,medium
8.5651245,10.276029,literature,medium
8.7562685,10.208104,literature,medium
8.6605015,10.256056,literature,medium
8.754753,10.240922,literature,medium
8.679153,10.313723,literature,medium
9.704877,10.390953,literature,medium
9.749526,10.417321,literature,medium
9.736118,10.39247,literature,medium
9.645232,10.34687,literature,medium
9.709062,10.393698,literature,medium
9.681674,10.36982,literature,medium
9.695583,10.397742,literature,medium
9.70868,10.412133,literature,medium
9.699599,10.38629,literature,medium
9.805637,10.389992,literature,medium
3.0022488,6.6850586,literature,hard
3.003748,6.6950197,literature,hard
2.9857512,6.6844163,literature,hard
3.0184138,6.7045665,literature,hard
2.9999318,6.689966,literature,hard
2.962473,6.664413,literature,hard
3.013805,6.6742387,literature,hard
3.0167353,6.704454,literature,hard
2.9463377,6.6544533,literature,hard
3.0040336,6.694142,literature,hard
15.340107,7.1009917,materials_science,easy
14.91594,7.073264,materials_science,easy
14.945965,7.184636,materials_science,easy
15.365252,6.369988,materials_science,easy
15.0475445,5.9748516,materials_science,easy
15.075491,6.7659507,materials_science,easy
15.33743,6.284872,materials_science,easy
14.963372,6.5411997,materials_science,easy
14.966972,6.6495614,materials_science,easy
15.173757,6.6032724,materials_science,easy
15.181015,6.7310576,materials_science,easy
15.236173,6.274068,materials_science,easy
15.100962,6.8981123,materials_science,easy
15.007622,6.762149,materials_science,easy
14.302655,6.7813673,materials_science,easy
15.329247,6.492571,materials_science,easy
15.011554,6.60492,materials_science,easy
15.158775,7.26307,materials_science,easy
15.004568,6.7111945,materials_science,easy
14.719207,5.730287,materials_science,easy
14.955196,7.033406,materials_science,medium
14.961731,7.5796432,materials_science,medium
15.403704,6.4765086,materials_science,medium
15.284108,6.7753773,materials_science,medium
15.17766,6.310386,materials_science,medium
15.158701,6.631203,materials_science,medium
15.311542,6.7245536,materials_science,medium
14.966556,6.5945225,materials_science,medium
14.281006,7.6976,materials_science,medium
15.078155,6.653037,materials_science,medium
15.400769,6.7466006,materials_science,medium
15.267353,6.227027,materials_science,medium
15.261092,7.0390635,materials_science,medium
15.216703,6.50627,materials_science,medium
15.058226,6.6133814,materials_science,medium
15.53583,6.375092,materials_science,medium
15.420093,6.481185,materials_science,medium
15.147309,6.2292986,materials_science,medium
15.123941,6.601336,materials_science,medium
15.489155,6.5535383,materials_science,medium
12.581345,11.362506,materials_science,medium
12.204199,11.252898,materials_science,medium
12.321058,11.372866,materials_science,medium
12.288321,11.347187,materials_science,medium
12.972123,12.265666,materials_science,medium
12.991944,12.2464905,materials_science,medium
12.208908,11.475011,materials_science,medium
13.044972,11.552779,materials_science,medium
12.672185,11.387709,materials_science,medium
12.371415,11.25284,materials_science,medium
12.9547415,10.97323,materials_science,medium
12.613265,10.884775,materials_science,medium
12.651453,11.202242,materials_science,medium
12.881622,11.1110935,materials_science,medium
12.971007,11.061115,materials_science,medium
12.740178,11.100743,materials_science,medium
13.305177,11.507938,materials_science,medium
13.142494,11.117832,materials_science,medium
12.780737,10.989104,materials_science,medium
12.818217,11.113533,materials_science,medium
12.080319,9.539255,materials_science,medium
11.983146,9.150544,materials_science,medium
12.545295,9.131747,materials_science,medium
11.860444,9.157903,materials_science,medium
12.174612,9.184264,materials_science,medium
12.075417,9.290851,materials_science,medium
12.497752,9.099898,materials_science,medium
12.684559,9.144573,materials_science,medium
12.6775465,9.149079,materials_science,medium
12.422627,9.1953335,materials_science,medium
14.668769,6.708733,materials_science,easy
14.797757,7.0124054,materials_science,easy
14.931753,6.5246096,materials_science,easy
14.430502,6.93281,materials_science,easy
14.296636,6.9126477,materials_science,easy
15.048063,6.3041215,materials_science,easy
14.958572,6.4887676,materials_science,easy
14.901734,6.6010637,materials_science,easy
14.992379,6.309069,materials_science,easy
14.53402,6.9605727,materials_science,easy
14.640817,7.0513444,materials_science,easy
14.667557,6.856124,materials_science,easy
14.551023,7.2522535,materials_science,easy
14.597328,6.8131166,materials_science,easy
14.285019,5.7616553,materials_science,easy
14.857952,6.614554,materials_science,easy
14.70485,6.6314516,materials_science,easy
14.756284,6.407024,materials_science,easy
14.773522,6.5880413,materials_science,easy
14.751675,6.901794,materials_science,easy
14.521503,8.774889,materials_science,easy
14.268952,8.829239,materials_science,easy
14.135387,8.770794,materials_science,easy
13.97933,8.35171,materials_science,easy
14.469747,8.633936,materials_science,easy
14.196267,8.55761,materials_science,easy
14.189488,8.452796,materials_science,easy
14.276523,8.455837,materials_science,easy
14.084703,8.449543,materials_science,easy
14.239391,8.589021,materials_science,easy
11.739303,8.632468,materials_science,medium
11.666961,8.870854,materials_science,medium
12.036239,8.692183,materials_science,medium
11.806092,8.616967,materials_science,medium
11.714413,8.58281,materials_science,medium
11.862772,8.525457,materials_science,medium
12.295251,9.664367,materials_science,medium
11.812302,8.560765,materials_science,medium
12.482474,8.979116,materials_science,medium
11.881724,8.457335,materials_science,medium
13.617815,11.856727,materials_science,medium
12.179946,12.049975,materials_science,medium
12.969461,11.679562,materials_science,medium
12.722435,11.765421,materials_science,medium
12.473868,11.803275,materials_science,medium
12.608725,11.963154,materials_science,medium
13.395084,11.800203,materials_science,medium
13.668708,11.79606,materials_science,medium
12.503647,11.615687,materials_science,medium
12.130858,12.085664,materials_science,medium
14.541799,13.403571,materials_science,medium
13.983383,13.209883,materials_science,medium
14.065481,13.376065,materials_science,medium
14.553717,13.3840885,materials_science,medium
14.349045,13.419913,materials_science,medium
14.474024,13.457226,materials_science,medium
14.46756,13.463801,materials_science,medium
14.127087,13.396961,materials_science,medium
14.180992,13.33369,materials_science,medium
14.505038,13.38078,materials_science,medium
16.176386,5.8878736,materials_science,hard
16.233982,5.844003,materials_science,hard
16.239758,5.8313093,materials_science,hard
16.24995,5.8292747,materials_science,hard
16.252121,5.819358,materials_science,hard
16.252073,5.824439,materials_science,hard
16.230513,5.8428135,materials_science,hard
16.243927,5.8371234,materials_science,hard
16.251017,5.798485,materials_science,hard
16.26879,5.8415804,materials_science,hard
13.371395,5.714108,medicine,easy
13.628485,5.9745107,medicine,easy
13.409904,5.3767247,medicine,easy
13.4784975,5.429724,medicine,easy
13.340929,6.294966,medicine,easy
13.387127,5.3807106,medicine,easy
13.52644,5.2877913,medicine,easy
13.663447,6.4927597,medicine,easy
14.721131,7.237946,medicine,easy
13.772168,5.6920133,medicine,easy
13.911353,5.9421315,medicine,easy
13.814041,5.923351,medicine,easy
13.611271,5.8339925,medicine,easy
13.539687,5.6792502,medicine,easy
13.570938,5.915821,medicine,easy
13.6916895,6.0540667,medicine,easy
14.405553,5.8673716,medicine,easy
13.488652,5.800773,medicine,easy
13.798032,5.767821,medicine,easy
13.896659,5.631247,medicine,easy
13.506282,6.0368557,medicine,medium
13.571516,5.9493237,medicine,medium
13.604061,5.7643127,medicine,medium
13.449047,5.0582914,medicine,medium
13.47846,4.8813624,medicine,medium
13.717068,5.2745833,medicine,medium
13.599268,5.979902,medicine,medium
13.329678,5.6847906,medicine,medium
13.541495,9.702269,medicine,medium
13.606734,5.2385983,medicine,medium
13.455393,5.2422814,medicine,medium
13.5518675,5.8914104,medicine,medium
13.551012,5.6410384,medicine,medium
13.2978115,5.518126,medicine,medium
13.349427,5.0786,medicine,medium
13.349952,6.179712,medicine,medium
13.576741,5.815714,medicine,medium
13.604738,5.876705,medicine,medium
13.47075,5.4817123,medicine,medium
13.484634,5.7017603,medicine,medium
13.435357,11.750571,medicine,medium
12.937523,12.324923,medicine,medium
12.622213,11.352051,medicine,medium
12.213764,11.328458,medicine,medium
12.422606,11.217049,medicine,medium
12.506151,11.856767,medicine,medium
12.874598,11.723624,medicine,medium
12.060723,11.111346,medicine,medium
12.837552,12.343668,medicine,medium
12.265327,11.550827,medicine,medium
12.3382015,11.512778,medicine,medium
13.238171,11.514264,medicine,medium
12.707683,11.373307,medicine,medium
13.0288105,11.114804,medicine,medium
12.759096,10.996033,medicine,medium
13.0534115,11.380679,medicine,medium
12.929647,11.022894,medicine,medium
12.372042,10.541633,medicine,medium
12.829072,11.622864,medicine,medium
12.658385,10.796212,medicine,medium
11.938398,8.775258,medicine,medium
12.044385,9.004352,medicine,medium
12.083863,8.865518,medicine,medium
12.087419,9.494874,medicine,medium
11.885831,8.885142,medicine,medium
12.021895,9.003443,medicine,medium
12.026127,9.278572,medicine,medium
11.978178,8.848109,medicine,medium
11.83842,9.28509,medicine,medium
11.577672,8.960884,medicine,medium
13.289684,6.765527,medicine,easy
13.233819,6.4797006,medicine,easy
13.490186,7.3610816,medicine,easy
13.285463,6.4234877,medicine,easy
13.375173,5.327482,medicine,easy
13.466539,7.3578825,medicine,easy
13.987736,8.206573,medicine,easy
13.262666,6.4192643,medicine,easy
13.72797,5.808139,medicine,easy
13.29654,6.869407,medicine,easy
13.284201,6.501645,medicine,easy
13.28298,6.4072847,medicine,easy
13.661128,7.320588,medicine,easy
13.385309,6.4552655,medicine,easy
13.278949,6.4227138,medicine,easy
13.795041,7.951784,medicine,easy
13.313184,6.389679,medicine,easy
13.202282,6.487683,medicine,easy
14.003182,5.648242,medicine,easy
13.350852,6.3701463,medicine,easy
13.816109,8.348593,medicine,easy
14.060427,8.691943,medicine,easy
14.046657,8.585438,medicine,easy
13.9034605,8.240752,medicine,easy
